cycle_number,min_temp_c,max_temp_c,delta_t_c,coolant_flow_rate_lpm,pressure_drop_kpa,visual_inspection,notes
1950,-40.4,85.2,125.6,5.7,24.11,PASS,
1951,-39.6,85.0,124.6,5.7,24.53,PASS,
1952,-40.2,84.4,124.6,5.71,24.55,PASS,
1953,-39.6,84.5,124.0,5.72,24.21,PASS,
1954,-39.8,84.7,124.5,5.7,24.3,PASS,
1955,-39.9,84.1,124.0,5.71,24.21,PASS,
1956,-40.1,85.6,125.7,5.68,24.33,PASS,
1957,-39.8,85.1,124.9,5.68,24.36,PASS,
1958,-40.0,85.0,125.0,5.68,24.3,PASS,
1959,-40.1,84.1,124.2,5.72,24.08,PASS,
1960,-39.8,84.3,124.1,5.7,24.26,PASS,
1961,-40.0,85.0,125.0,5.67,24.46,PASS,
1962,-40.2,85.8,126.0,5.7,24.32,PASS,
1963,-39.8,84.7,124.5,5.68,24.31,PASS,
1964,-40.0,85.3,125.4,5.74,24.22,PASS,
1965,-39.9,84.8,124.7,5.69,24.27,PASS,
1966,-40.1,85.0,125.2,5.72,24.57,PASS,
1967,-40.4,85.5,125.8,5.73,24.19,PASS,
1968,-39.5,84.9,124.3,5.69,24.47,PASS,
1969,-39.5,84.7,124.3,5.71,24.37,PASS,
1970,-39.7,85.6,125.3,5.72,24.4,PASS,
1971,-40.1,85.0,125.1,5.71,24.26,PASS,
1972,-40.1,85.4,125.5,5.71,24.31,PASS,
1973,-39.6,84.7,124.3,5.68,24.37,PASS,
1974,-40.1,85.6,125.7,5.71,24.29,PASS,
1975,-40.2,85.1,125.3,5.69,24.42,PASS,
1976,-39.4,85.2,124.6,5.71,24.44,PASS,
1977,-40.0,85.1,125.1,5.72,24.7,PASS,
1978,-39.5,84.8,124.3,5.72,24.42,PASS,
1979,-40.4,85.0,125.4,5.71,24.09,PASS,
1980,-39.8,84.8,124.7,5.72,24.55,PASS,
1981,-39.4,85.4,124.8,5.72,24.35,PASS,
1982,-40.0,84.9,124.9,5.73,24.68,PASS,
1983,-40.1,84.4,124.5,5.7,24.6,PASS,
1984,-40.4,84.3,124.7,5.71,24.31,PASS,
1985,-39.7,84.3,124.0,5.72,24.49,PASS,
1986,-40.2,85.2,125.5,5.69,24.29,PASS,
1987,-40.0,84.5,124.6,5.68,24.38,PASS,
1988,-40.4,85.1,125.5,5.71,24.49,PASS,
1989,-39.5,85.1,124.6,5.7,24.55,PASS,
1990,-39.7,85.0,124.6,5.68,24.52,PASS,
1991,-40.0,85.2,125.2,5.71,24.4,PASS,
1992,-40.3,85.1,125.4,5.73,24.76,PASS,
1993,-39.5,83.9,123.5,5.67,24.34,PASS,
1994,-40.1,84.9,125.0,5.72,24.15,PASS,
1995,-40.3,85.2,125.5,5.65,24.18,PASS,
1996,-40.5,85.7,126.2,5.69,24.62,PASS,
1997,-40.2,85.7,125.9,5.74,24.38,PASS,
1998,-40.4,84.5,124.9,5.69,24.42,PASS,
1999,-40.2,84.9,125.0,5.7,24.32,PASS,
2000,-39.8,84.4,124.2,5.72,24.33,PASS,"2000-cycle final inspection: cosmetic wear on fittings, all functional parameters within spec"
